,subcategoria,descricao_subcategoria,categoria,descricao_categoria,capitulo,descricao_capitulo,causa_violencia,causa_overdose
11332,Y227,"Disparo de pistola, intenção não determinada - fazenda",Y22,"Disparo de pistola, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11333,Y225,"Disparo de pistola, intenção não determinada - áreas de comércio e de serviços",Y22,"Disparo de pistola, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11334,Y220,"Disparo de pistola, intenção não determinada - residência",Y22,"Disparo de pistola, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11335,Y223,"Disparo de pistola, intenção não determinada - área para a prática de esportes e atletismo",Y22,"Disparo de pistola, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11336,Y228,"Disparo de pistola, intenção não determinada - outros locais especificados",Y22,"Disparo de pistola, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11337,Y221,"Disparo de pistola, intenção não determinada - habitação coletiva",Y22,"Disparo de pistola, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11338,Y226,"Disparo de pistola, intenção não determinada - áreas industriais e em construção",Y22,"Disparo de pistola, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11339,Y222,"Disparo de pistola, intenção não determinada - escolas, outras instituições e áreas de administração pública",Y22,"Disparo de pistola, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11340,Y229,"Disparo de pistola, intenção não determinada - local não especificado",Y22,"Disparo de pistola, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11341,Y224,"Disparo de pistola, intenção não determinada - rua e estrada",Y22,"Disparo de pistola, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11342,Y237,"Disparo de fuzil, carabina e arma de fogo de maior calibre, intenção não determinada - fazenda",Y23,"Disparo de fuzil, carabina e arma de fogo de maior calibre, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11343,Y236,"Disparo de fuzil, carabina e arma de fogo de maior calibre, intenção não determinada - áreas industriais e em construção",Y23,"Disparo de fuzil, carabina e arma de fogo de maior calibre, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11344,Y234,"Disparo de fuzil, carabina e arma de fogo de maior calibre, intenção não determinada - rua e estrada",Y23,"Disparo de fuzil, carabina e arma de fogo de maior calibre, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11345,Y235,"Disparo de fuzil, carabina e arma de fogo de maior calibre, intenção não determinada - áreas de comércio e de serviços",Y23,"Disparo de fuzil, carabina e arma de fogo de maior calibre, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11346,Y231,"Disparo de fuzil, carabina e arma de fogo de maior calibre, intenção não determinada - habitação coletiva",Y23,"Disparo de fuzil, carabina e arma de fogo de maior calibre, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11347,Y238,"Disparo de fuzil, carabina e arma de fogo de maior calibre, intenção não determinada - outros locais especificados",Y23,"Disparo de fuzil, carabina e arma de fogo de maior calibre, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11348,Y232,"Disparo de fuzil, carabina e arma de fogo de maior calibre, intenção não determinada - escolas, outras instituições e áreas de administração pública",Y23,"Disparo de fuzil, carabina e arma de fogo de maior calibre, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11349,Y233,"Disparo de fuzil, carabina e arma de fogo de maior calibre, intenção não determinada - área para a prática de esportes e atletismo",Y23,"Disparo de fuzil, carabina e arma de fogo de maior calibre, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11350,Y230,"Disparo de fuzil, carabina e arma de fogo de maior calibre, intenção não determinada - residência",Y23,"Disparo de fuzil, carabina e arma de fogo de maior calibre, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11351,Y239,"Disparo de fuzil, carabina e arma de fogo de maior calibre, intenção não determinada - local não especificado",Y23,"Disparo de fuzil, carabina e arma de fogo de maior calibre, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11352,Y242,"Disparo de outra arma de fogo e de arma de fogo não especificada, intenção não determinada - escolas, outras instituições e áreas de administração pública",Y24,"Disparo de outra arma de fogo e de arma de fogo não especificada, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11353,Y246,"Disparo de outra arma de fogo e de arma de fogo não especificada, intenção não determinada - áreas industriais e em construção",Y24,"Disparo de outra arma de fogo e de arma de fogo não especificada, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11354,Y241,"Disparo de outra arma de fogo e de arma de fogo não especificada, intenção não determinada - habitação coletiva",Y24,"Disparo de outra arma de fogo e de arma de fogo não especificada, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11355,Y244,"Disparo de outra arma de fogo e de arma de fogo não especificada, intenção não determinada - rua e estrada",Y24,"Disparo de outra arma de fogo e de arma de fogo não especificada, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11356,Y248,"Disparo de outra arma de fogo e de arma de fogo não especificada, intenção não determinada - outros locais especificados",Y24,"Disparo de outra arma de fogo e de arma de fogo não especificada, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11357,Y240,"Disparo de outra arma de fogo e de arma de fogo não especificada, intenção não determinada - residência",Y24,"Disparo de outra arma de fogo e de arma de fogo não especificada, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11358,Y249,"Disparo de outra arma de fogo e de arma de fogo não especificada, intenção não determinada - local não especificado",Y24,"Disparo de outra arma de fogo e de arma de fogo não especificada, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11359,Y243,"Disparo de outra arma de fogo e de arma de fogo não especificada, intenção não determinada - área para a prática de esportes e atletismo",Y24,"Disparo de outra arma de fogo e de arma de fogo não especificada, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11360,Y247,"Disparo de outra arma de fogo e de arma de fogo não especificada, intenção não determinada - fazenda",Y24,"Disparo de outra arma de fogo e de arma de fogo não especificada, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11361,Y245,"Disparo de outra arma de fogo e de arma de fogo não especificada, intenção não determinada - áreas de comércio e de serviços",Y24,"Disparo de outra arma de fogo e de arma de fogo não especificada, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11362,Y258,"Contato com material explosivo, intenção não determinada - outros locais especificados",Y25,"Contato com material explosivo, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11363,Y259,"Contato com material explosivo, intenção não determinada - local não especificado",Y25,"Contato com material explosivo, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11364,Y252,"Contato com material explosivo, intenção não determinada - escolas, outras instituições e áreas de administração pública",Y25,"Contato com material explosivo, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11365,Y250,"Contato com material explosivo, intenção não determinada - residência",Y25,"Contato com material explosivo, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11366,Y251,"Contato com material explosivo, intenção não determinada - habitação coletiva",Y25,"Contato com material explosivo, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11367,Y255,"Contato com material explosivo, intenção não determinada - áreas de comércio e de serviços",Y25,"Contato com material explosivo, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11368,Y254,"Contato com material explosivo, intenção não determinada - rua e estrada",Y25,"Contato com material explosivo, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
